año;barrio;proyecto;categoria;votos;presupuesto;ganador_bin
2019;FLORIDA OESTE;Jardín Maternal Municipal Nº 3: remodelación del patio y piso antigolpes.;Educación;256.0;678000.0;0
2019;FLORIDA OESTE;Unión Vecinal Amigos de Florida Oeste (UVAFO): mejoramiento del Salón de Usos Múltiples.;Otros/Varios;229.0;1300000.0;0
2019;FLORIDA OESTE;Jardín de Infantes Nº 912: aire acondicionado en dirección, piso antigolpes en el SUM.;Educación;180.0;395000.0;0
2019;FLORIDA OESTE;Rampas en esquinas para mejorar la accesibilidad.;Otros/Varios;157.0;2536050.0;0
2019;FLORIDA OESTE;"Escuela de Capacitación Municipal ""Llobet"": equipamiento tecnológico.";Educación;155.0;1095000.0;0
2019;FLORIDA OESTE;"Centro de Jubilados ""Amor y Amistad"": puerta de ingreso y provisión de sillas para actividades.";Otros/Varios;112.0;540000.0;0
2019;FLORIDA OESTE;Cestos de basura en la vía pública.;Otros/Varios;106.0;1522500.0;0
2019;FLORIDA OESTE;Florida Oeste Verde: plantado de especies autóctonas en el barrio.;Otros/Varios;101.0;200000.0;0
2019;FLORIDA OESTE;Refugios para paradas de colectivo de la línea municipal del Bicentenario.;Otros/Varios;99.0;3000000.0;0
2019;FLORIDA OESTE;Centro Barrial Infantil Las Flores: materiales didácticos.;Otros/Varios;93.0;298000.0;0
2019;FLORIDA OESTE;Reposición de luminarias en Sargento Cabral entre Francia e H. Yrigoyen;Espacio Público;87.0;120000.0;1
2019;FLORIDA OESTE;Mejorando nuestros espacios comunes en el Barrio de Las Flores.;Otros/Varios;78.0;3000000.0;0
2019;FLORIDA OESTE;Semáforo en Carlos Calvo e H. Yrigoyen y en Mitre y Esmeralda;Espacio Público;55.0;2137856.0;0
2019;FLORIDA OESTE;Escuela de Adultos Nº 702: equipamiento tecnológico, materiales para deporte, mobiliario.;Educación;52.0;389000.0;0
2019;FLORIDA OESTE;Pintura de dársenas en la calzada para colectivos sobre San Martín y sobre Yrigoyen (desde Constituyentes hasta Echeverría).;Otros/Varios;47.0;1050000.0;0
2019;FLORIDA OESTE;Reductores de velocidad calle Francia, de E. Echeverría hasta Av Mitre.;Otros/Varios;43.0;303800.0;0
2019;OLIVOS;Asociación Vecinal CIRES Norte: remodelación de  vestuarios.;Otros/Varios;2223.0;3000000.0;1
2019;OLIVOS;"Sociedad de Fomento ""12 de Octubre"": construcción de un SUM.";Otros/Varios;1376.0;3000000.0;1
2019;OLIVOS;Hospice San Camilo: reparación de la cubierta.;Otros/Varios;1233.0;3000000.0;1
2019;OLIVOS;Seguridad del barrio: mejorar el equipamiento de tecnológico.;Seguridad;1057.0;3000000.0;1
2019;OLIVOS;Colegio Virgen del Carmen: baño para personas con movilidad reducida y reparaciones en baños.;Educación;982.0;3000000.0;0
2019;OLIVOS;Jardín de Infantes Municipal Nº 6: equipamiento tecnológico.;Educación;937.0;531000.0;1
2019;OLIVOS;Escuela Primaria Nº 2: reparación de patio de juegos.;Educación;885.0;3000000.0;0
2019;OLIVOS;Escuela de Educación Especial Nº 502: equipamiento.;Educación;867.0;1000000.0;1
2019;OLIVOS;Escuela Primaria Nº 31 y Escuela Secundaria Nº 10: remodelación de baños y pintura interior.;Educación;853.0;3000000.0;0
2019;OLIVOS;Escuela Primaria Nº 1 y Escuela Secundaria Nº 1: construcción de rampas. Baños para personas con movilidad reducida. Cambio de puertas.;Educación;814.0;3000000.0;0
2019;OLIVOS;Escuela de Educación Técnica Nº 3: equipamiento de aula de multimedios.;Educación;799.0;3000000.0;0
2019;OLIVOS;APIAD (Centro de día de protección integral al discapacitado): adquisición de un grupo electrógeno.;Otros/Varios;723.0;685000.0;1
2019;OLIVOS;Jardin de Infantes Nº 10 - Jardín Maternal Nº 12 (Municipales): cerramiento de un sector de la azotea.;Educación;717.0;3000000.0;0
2019;OLIVOS;Campo Municipal de Deportes Nº 1: techado de la pileta infantil.;Deporte;611.0;3000000.0;0
2019;OLIVOS;Jardín de Infantes Municipal Nº 9: renovación de los baños.;Educación;592.0;2600000.0;0
2019;OLIVOS;Hogar Querubines: mejoras y equipamiento.;Otros/Varios;537.0;1495000.0;0
2019;OLIVOS;Orquesta de Niños de Vicente López: provisión de instrumentos musicales (Fundación Tiempo de Argentina).;Cultura;507.0;400000.0;0
2019;OLIVOS;"Centro de Jubilados y Pensionados ""Sarmiento"": aire acondicionado para el salón y equipos de audio.";Otros/Varios;493.0;315000.0;0
2019;OLIVOS;"Escuela Secundaria Municipal ""Paula Albarracín de Sarmiento"": nuevo sistema de climatización.";Educación;481.0;2580000.0;0
2019;OLIVOS;CAOSA (Club Amistad Olivos Social Atlético): instalación de gas. Reparar baño. Pintura general.;Deporte;454.0;2000000.0;0
2019;OLIVOS;Club Defensores de Olivos: remodelación del quincho.;Deporte;404.0;2070000.0;0
2019;OLIVOS;"Grupo Scout ""H. Bouchard"": techado del patio de juegos.";Otros/Varios;363.0;280400.0;0
2019;OLIVOS;Asociación Civil Emprender: equipamiento para 'Lavadero Los Artesanos'.;Otros/Varios;336.0;1200000.0;0
2019;OLIVOS;Rampas en esquinas para mejorar la accesibilidad.;Otros/Varios;332.0;2871000.0;0
2019;OLIVOS;Jardín Maternal Municipal Nº 16: plaza blanda y equipamiento tecnológico.;Educación;321.0;566000.0;0
2019;OLIVOS;Instituto Superior de Música José Hernández (Municipal): instrumentos para conciertos. ;Cultura;294.0;342000.0;0
2019;OLIVOS;Biblioteca Popular de Olivos: rampa para el acceso al edificio para personas con movilidad reducida.;Educación;292.0;907000.0;0
2019;OLIVOS;Cestos de basura en la vía pública.;Otros/Varios;270.0;2283750.0;0
2019;OLIVOS;Voy a cuidar la especie animal: talleres en escuelas.;Educación;259.0;350000.0;0
2019;OLIVOS;"Centro de Formación Profesional ""Barreiro Aguirre"": equipamiento tecnológico y para el taller de cerámica.";Otros/Varios;240.0;2445000.0;0
2019;OLIVOS;Centro Barrial Infantil La Loma: materiales didácticos y espacio lúdico.;Otros/Varios;229.0;495000.0;0
2019;OLIVOS;Yoga, respiración y meditación para chicos y docentes en las escuelas.;Educación;217.0;337400.0;0
2019;OLIVOS;Semáforos con segundero regresivo en 50 cruces, semáforo en Bermúdez y Beiró y de giro a la izquierda en Uzal y Debenedetti.;Espacio Público;192.0;2872744.0;0
2019;OLIVOS;Jardín de Infantes Nº 917: instalación de piso antigolpe en el patio de juegos.;Educación;165.0;1950000.0;0
2019;OLIVOS;Centro Barrial de Juventud La Loma: impresora 3D y computadoras para el taller de robótica.;Educación;159.0;778000.0;0
2019;OLIVOS;Manos a la masa: taller de alimentación saludable en escuelas.;Educación;141.0;180000.0;1
2019;OLIVOS;Plaza para niños en Chacabuco 2470: puesta en valor.;Espacio Público;79.0;1332141.0;0
2019;OLIVOS;Centro de Investigación Histórica Vicente López: provisión de equipamiento tecnólogico.;Otros/Varios;78.0;314500.0;0
2019;OLIVOS;Reductores de velocidad y señalizacion sobre la calle Bermudez desde Colectora hasta Cnel Uzal.;Otros/Varios;71.0;217000.0;0
2019;OLIVOS;Plaza de los Inmigrantes: reparacion de cerco divisorio entre la plaza y las casas linderas.;Espacio Público;55.0;1287000.0;0
2019;OLIVOS;Plaza Vicente Querido: reforma y equipamiento (sujeto a la aprobación de FFCC).;Espacio Público;37.0;1468513.0;0
2019;VICENTE LÓPEZ;Club VILO: acondicionar cancha de fútbol.;Deporte;1529.0;3000000.0;1
2019;VICENTE LÓPEZ;Centro Cultural Jean Piaget en ISFD Nº39: última etapa.;Cultura;1093.0;2100000.0;1
2019;VICENTE LÓPEZ;Escuela Secundaria Nº 6: remodelación de baños (2ª etapa);Educación;640.0;2400000.0;1
2019;VICENTE LÓPEZ;Centro Recreativo de Adultos Mayores Activos: aire acondicionado en salones y provisión de divisiones móviles.;Otros/Varios;489.0;1400000.0;1
2019;VICENTE LÓPEZ;Parque de Calistenia en el vial costero.;Espacio Público;386.0;575000.0;1
2019;VICENTE LÓPEZ;Seguridad del barrio: mejorar el equipamiento de tecnológico.;Seguridad;383.0;768431.0;1
2019;VICENTE LÓPEZ;Instituto Bignone: horno para el taller de cerámica.;Otros/Varios;279.0;328000.0;1
2019;VICENTE LÓPEZ;Escuela Primaria N° 8: pintura y arreglo de paredes en general.;Educación;272.0;3000000.0;0
2019;VICENTE LÓPEZ;Rampas en esquinas.;Otros/Varios;249.0;2775300.0;0
2019;VICENTE LÓPEZ;Cestos de basura en la vía pública.;Otros/Varios;223.0;1522500.0;1
2019;VICENTE LÓPEZ;Mejorar el mobiliario urbano en el Paseo Costero de Vicente López.;Otros/Varios;144.0;360000.0;0
2019;VICENTE LÓPEZ;Senderos del Sembrador: espacio de kinefilaxis y rehabilitación física.;Otros/Varios;142.0;394000.0;0
2019;VICENTE LÓPEZ;La ecología empieza por casa: talleres de reciclaje.;Cultura;138.0;240000.0;0
2019;VICENTE LÓPEZ;Estacionamiento para personas con discapacidad: señalizar en Av. Maipú desde Zufriategui hasta Malaver (sobre algunas calles transversales).;Otros/Varios;67.0;1176000.0;0
2019;VICENTE LÓPEZ;"Centro de Jubilados ""Encuentro de amigos felices"": mueble para guardado.";Otros/Varios;55.0;36000.0;0
2019;VICENTE LÓPEZ;Reductores de velocidad en 25 de Mayo y Agustin Álvarez.;Otros/Varios;47.0;43400.0;0
2019;VICENTE LÓPEZ;"Pórtico con anuncio de comienzo ""Metrobus Norte"" sobre Av. Maipú.";Otros/Varios;39.0;3000000.0;0
2019;CARAPACHAY;Bomberos Voluntarios de Vicente López: equipamiento para el Destacamento de Carapachay.;Otros/Varios;1874.0;3000000.0;1
2019;CARAPACHAY;Unión Vecinal 25 de Mayo: mejoras edilicias.;Otros/Varios;1254.0;3000000.0;1
2019;CARAPACHAY;Seguridad del barrio: mejorar el equipamiento de tecnológico.;Seguridad;757.0;3000000.0;1
2019;CARAPACHAY;Escuela Primaria N° 18: renovación de baños.;Educación;687.0;2500000.0;0
2019;CARAPACHAY;Escuela Secundaria Nº 3: equipos de climatización frío-calor.;Educación;524.0;2000000.0;0
2019;CARAPACHAY;Centro de Jubilados y pensionados de Carapachay: equipamiento.;Otros/Varios;356.0;750000.0;1
2019;CARAPACHAY;"Centro de Jubilados ""Luna de Otoño"": equipamiento.";Otros/Varios;334.0;487000.0;0
2019;CARAPACHAY;Sociedad de Fomento Drysdale: equipamiento para talleres de arte y música.;Cultura;313.0;198000.0;1
2019;CARAPACHAY;"Centro de Jubilados ""Unión Fraternal de Carapachay"": equipamiento.";Otros/Varios;303.0;245000.0;0
2019;CARAPACHAY;Semáforo completo en A. Argentina y Castelli y semáforo peatonal con cuenta regresiva en Drysdale y Castelli.;Espacio Público;258.0;1413244.0;0
2019;CARAPACHAY;Junta Vecinal Manuel Belgrano: construcción de losa y escalera de acceso.;Otros/Varios;193.0;3000000.0;0
2019;CARAPACHAY;La ecología empieza por casa: talleres de reciclaje.;Cultura;157.0;210000.0;0
2019;MUNRO;Centro Comercial de Munro: puesta en valor de veredas (comenzando por Vélez Sársfield, zona oeste).;Espacio Público;1409.0;3000000.0;1
2019;MUNRO;Biblioteca Tecnológica Pública (Almafuerte 4600): tercera etapa.;Educación;978.0;3000000.0;1
2019;MUNRO;Escuela Primaria Nº 19: equipos de aire acondicionado. Reparar baños. Pintura en patios.;Educación;962.0;3000000.0;1
2019;MUNRO;Seguridad del barrio: mejorar el equipamiento de tecnológico.;Seguridad;937.0;3000000.0;1
2019;MUNRO;Sociedad de Fomento y Cultura Grossville: construcción de una losa.;Cultura;864.0;1435000.0;1
2019;MUNRO;Centro de exploración musical: construcción de una sala de ensayos para grupos de músicos.;Cultura;835.0;3000000.0;0
2019;MUNRO;Club Unión Munro: cambio de luminarias. Revisión instalación eléctrica. Reparación vereda.;Espacio Público;816.0;2450000.0;0
2019;MUNRO;Asociación Esteban Echeverría: ampliación edilicia en el comedor.;Otros/Varios;816.0;3000000.0;0
2019;MUNRO;Escuela de Educación Especial Nº 504: nuevo patio de juegos.;Educación;778.0;371250.0;1
2019;MUNRO;Escuela Primaria Nº 32: reciclar baños. Puesta en valor del salón de planta alta.;Educación;700.0;3000000.0;0
2019;MUNRO;Escuela de Educación Especial Nº 503: pintura general interior.;Educación;624.0;1500000.0;0
2019;MUNRO;"Centro de Jubilados ""Gracias a la vida"": provisión de manteleria y cortinas.";Otros/Varios;552.0;235000.0;1
2019;MUNRO;Instituto Superior de Formación Técnica Nº 220: sistema de climatización.;Otros/Varios;518.0;137000.0;1
2019;MUNRO;Biblioteca Salvador Bel: equipamiento tecnológico.;Educación;490.0;195000.0;1
2019;MUNRO;Escuela de Educación Técnica Nº 2: pintura del comedor. Mobiliario y utensillos para el comedor.;Educación;475.0;1560000.0;0
2019;MUNRO;"Agrupación de Jubilados ""Rivadavia"": adaptación del espacio para personas con movilidad reducida.";Otros/Varios;395.0;1275000.0;0
2019;MUNRO;Jardín Maternal Municipal Nº 11: juegos para patio exterior.;Educación;391.0;245000.0;0
2019;MUNRO;Jardín Maternal Municipal Nº 4: cerramiento con lona cristal del patio exterior.;Educación;388.0;186000.0;0
2019;MUNRO;Jardín de Infantes Nº 909: aire acondicionado para salas y para el SUM.;Educación;356.0;1180000.0;0
2019;MUNRO;Escuela Primaria Nº 4: aire acondicionado para 14 aulas con instalación eléctrica. Material para pintura interior.;Educación;310.0;3000000.0;0
2019;MUNRO;Escuela Primaria Nº 10: puesta en valor del escenario. Equipamiento para audio.;Educación;292.0;965000.0;0
2019;MUNRO;Cestos de basura en la vía pública.;Otros/Varios;224.0;2283750.0;0
2019;MUNRO;Club Ferrocarril Belgrano para la Tercera Edad: puerta de emergencia y equipamiento tecnológico.;Deporte;199.0;1300000.0;0
2019;MUNRO;Semáforos en Av. Mitre y  G. Spano y en C. de Coquimbo y San Lorenzo.;Espacio Público;187.0;2341822.0;0
2019;MUNRO;Centro Barrial de Juventud Munro: modernización de las computadoras de la sala de informática.;Educación;166.0;1045000.0;0
2019;MUNRO;Escuela Primaria Nº 30: equipamiento informatico y pintura interior.;Educación;160.0;3000000.0;0
2019;MUNRO;Mural con la historia del barrio de Munro en el nuevo túnel bajo nivel.;Otros/Varios;99.0;650000.0;0
2019;MUNRO;Plaza en Cosme Argerich y Juramento: puesta en valor.;Espacio Público;94.0;2268171.0;0
2019;MUNRO;Señalización vial horizontal en Sívori desde Av. Mitre hasta Albarellos.;Espacio Público;94.0;355306.0;0
2019;MUNRO;Señalización de paradas de colectivos en la calzada en Ugarte entre Av. Mitre y Echeverría (pintura de dársenas).;Espacio Público;88.0;420000.0;0
2019;MUNRO;Club Industrial de Munro: ampliación edilicia.;Deporte;80.0;3000000.0;0
2019;FLORIDA ESTE;Club Social y Deportivo Estrella Federal: ampliación del buffet y mejoras en un salón.;Deporte;2789.0;3000000.0;1
2019;FLORIDA ESTE;Cruz Roja Argentina: remodelación de la sede.;Otros/Varios;2100.0;3000000.0;1
2019;FLORIDA ESTE;Club Social y Deportivo Caseros: mejorar el piso del SUM y vestuarios.;Deporte;2059.0;3000000.0;1
2019;FLORIDA ESTE;Florida Tenis Club: reforma integral del salón y la cocina y renovación de baños (abierto a la comunidad).;Deporte;1370.0;3000000.0;1
2019;FLORIDA ESTE;APOVILO (Asoc Pacientes Oncológicos de Vicente López): adquisición de un vehículo de traslado de personas.;Otros/Varios;974.0;1540000.0;1
2019;FLORIDA ESTE;Club Villa Pearson: vestuarios y adecuación para personas con discapacidad.;Deporte;917.0;3000000.0;0
2019;FLORIDA ESTE;Escuela Primaria Nº 12: remodelación de baños de planta baja y 1º piso.;Educación;900.0;3000000.0;0
2019;FLORIDA ESTE;Escuela Primaria Nº 13: mejoras en el comedor, cocina y equipamiento.;Educación;787.0;2000000.0;0
2019;FLORIDA ESTE;Asociación Seguir Creciendo: remodelación de la cocina.;Otros/Varios;760.0;1200000.0;0
2019;FLORIDA ESTE;Escuela Secundaria Nº 8: reparaciones estructurales. Sala de Música. Equipamiento tecnológico.;Educación;633.0;3000000.0;0
2019;FLORIDA ESTE;Escuela Secundaria Nº 7: mejoras edilicias y equipamiento.;Educación;588.0;3000000.0;0
2019;FLORIDA ESTE;Seguridad del barrio: mejorar el equipamiento de tecnológico.;Seguridad;568.0;738461.0;1
2019;FLORIDA ESTE;Rampas en esquinas para mejorar la accesibilidad.;Otros/Varios;526.0;3000000.0;0
2019;FLORIDA ESTE;Cuidado y respeto van de la mano: buen trato a los animales de compañía.;Otros/Varios;510.0;450000.0;0
2019;FLORIDA ESTE;Jardín de Infantes Nº 903: reparaciones de albañilería y pintura interior.;Educación;501.0;2000000.0;0
2019;FLORIDA ESTE;Jardín Maternal Nº 10: modificar SUM, cambiando puerta corrediza y toldo en patio.;Educación;479.0;838000.0;0
2019;FLORIDA ESTE;Centro de Formación Integral Nº 1: remodelación en cocina y equipamiento.;Otros/Varios;468.0;1248000.0;0
2019;FLORIDA ESTE;Jardín de Infantes Nº 902: nuevo circuito electrico para futura instalación de A.A. en las salas. Reparaciones varias.;Educación;458.0;1450000.0;0
2019;FLORIDA ESTE;Cestos de basura en la vía pública.;Otros/Varios;454.0;1522500.0;0
2019;FLORIDA ESTE;Escuela Primaria Nº 3: reparaciones en el gimnasio.;Educación;362.0;2000000.0;0
2019;FLORIDA ESTE;Asociación Amigos y Jubilados de la Estación Mitre: pintura interior. Y recambio luminarias.;Espacio Público;355.0;784000.0;0
2019;FLORIDA ESTE;Escuela Secundaria Nº 4: reparación de la terraza.;Educación;279.0;2400000.0;0
2019;FLORIDA ESTE;Asociación Madres del Dolor: reparación de filtraciones y cambio de aberturas.;Otros/Varios;202.0;343000.0;0
2019;FLORIDA ESTE;Reductores de velocidad en Warnes y Güemes.;Otros/Varios;159.0;43400.0;1
2019;FLORIDA ESTE;Estacionamiento para personas con discapacidad: señalizar en Av. Maipú desde Zufriategui hasta Malaver (sobre algunas calles transversales).;Otros/Varios;139.0;504000.0;0
2019;FLORIDA ESTE;Semáforos en H. Yrigoyen y en Roca (entre B. Parera y Maipú), en algunos cruces.;Espacio Público;134.0;2671200.0;0
2019;FLORIDA ESTE;Refugio de parada de colectivo en Blas Parera y Melo.;Otros/Varios;77.0;385000.0;0
2019;FLORIDA ESTE;Reloj Plaza Remedios de Escalada en Florida Mitre.;Espacio Público;62.0;100000.0;0
2019;LA LUCILA;Sociedad de Fomento de La Lucila: reforma del SUM de planta alta.;Otros/Varios;992.0;1850000.0;1
2019;LA LUCILA;Jardín de Infantes Municipal N° 8: equipamiento, materiales didácticos, pintura y acondicionamiento del patio.;Educación;267.0;985000.0;1
2019;LA LUCILA;Observatorio de aves y mirador en Parque Temático Eólico La Lucila.;Espacio Público;225.0;2000000.0;1
2019;LA LUCILA;UAP EL CEIBO: Construcción de un nuevo espacio para consultorio.;Otros/Varios;212.0;3000000.0;1
2019;LA LUCILA;Centro Barrial Infantil El Ceibo: patio interno y materiales didácticos.;Otros/Varios;146.0;689000.0;1
2019;LA LUCILA;Escuela Primaria Nº16: pintura interna, piso de dirección y secretaría.;Educación;128.0;3000000.0;0
2019;LA LUCILA;Mejoremos los Puntos Verdes de residuos reciclables (puntos de reciclado automático);Espacio Público;111.0;600000.0;1
2019;LA LUCILA;Parque Paseo Enamour: 3ª etapa.;Espacio Público;83.0;2000000.0;0
2019;LA LUCILA;Refugios en paradas de colectivo línea 59 (varias ubicaciones);Otros/Varios;70.0;3000000.0;0
2019;LA LUCILA;Rampas en esquinas: varias ubicaciones;Otros/Varios;66.0;2966700.0;0
2019;LA LUCILA;Manos a la masa: taller de alimentación saludable en escuelas.;Educación;57.0;180000.0;1
2019;LA LUCILA;Cestos de basura en la vía pública.;Otros/Varios;53.0;1522500.0;0
2019;LA LUCILA;Plan de fomento de lectura en la primera infancia;Otros/Varios;48.0;80000.0;1
2021;Carapachay;Bomberos Voluntarios de Vicente López;Otros/Varios;332.0;5000000.0;1
2021;Carapachay;Unión Vecinal 25 de Mayo;Otros/Varios;99.0;2680000.0;1
2021;Carapachay;Seguridad en el barrio;Seguridad;94.0;5000000.0;1
2021;Carapachay;Jardín de Infantes N° 916 (Provincial);Educación;92.0;2100000.0;1
2021;Carapachay;Sociedad de Fomento Drysdale;Otros/Varios;90.0;2435000.0;1
2021;Carapachay;Escuela Primaria N° 18 (Provincial);Educación;71.0;2200000.0;0
2021;Carapachay;"Junta Vecinal y Centro de Jubilados ""Manuel Belgrano""";Otros/Varios;22.0;5000000.0;0
2021;Carapachay;Nuevo canil;Otros/Varios;22.0;5000000.0;0
2021;Carapachay;Cestos papeleros;Otros/Varios;20.0;630000.0;1
2021;Carapachay;Veredas limpias de caca;Espacio Público;20.0;429000.0;1
2021;Carapachay;Huerta Comunitaria ;Otros/Varios;14.0;226650.0;0
2021;Carapachay;"Centro de Jubilados ""Unión Fraternal de Carapachay""";Otros/Varios;12.0;104400.0;1
2021;Carapachay;Semáforo peatonal y pintado de senda.;Espacio Público;11.0;1680000.0;0
2021;Carapachay;Carapachay cumplió 80 años;Otros/Varios;9.0;245000.0;0
2021;Carapachay;La ecología comienza por casa;Otros/Varios;9.0;336000.0;0
2021;Carapachay;Asociación Amigos de la Estación Carapachay;Otros/Varios;6.0;302000.0;0
2021;Carapachay;Centro Cultural Carapachay;Cultura;5.0;675000.0;0
2021;Carapachay;Reductores de velocidad ;Otros/Varios;3.0;615000.0;0
2021;Florida Este;Teatro de Repertorio del Norte;Cultura;210.0;1700000.0;1
2021;Florida Este;Cruz Roja Argentina - Filial Vicente López;Otros/Varios;180.0;5000000.0;1
2021;Florida Este;Club Defensores de Florida;Deporte;163.0;5000000.0;1
2021;Florida Este;Seguridad en el barrio;Seguridad;156.0;4387000.0;1
2021;Florida Este;APOVILO (Asociación de Pacientes Oncológicos de Vicente López);Otros/Varios;129.0;1000000.0;1
2021;Florida Este;Club Villa Pearson;Deporte;115.0;2500000.0;1
2021;Florida Este;Centro de Formación Laboral N° 1 (Provincial);Otros/Varios;107.0;2300000.0;1
2021;Florida Este;Jardín de Infantes N° 902 (Provincial);Educación;103.0;1560750.0;1
2021;Florida Este;Laboratorio de Arte y Tecnología;Otros/Varios;102.0;2175000.0;1
2021;Florida Este;Escuela Secundaria N° 7 (Provincial);Educación;91.0;5000000.0;0
2021;Florida Este;Veredas limpias de caca;Espacio Público;55.0;343200.0;1
2021;Florida Este;Calles accesibles;Otros/Varios;44.0;1350000.0;0
2021;Florida Este;Semáforo completo;Espacio Público;33.0;840000.0;0
2021;Florida Este;Sendas peatonales en entorno escuelas;Educación;33.0;1342500.0;0
2021;Florida Este;Nuevo canil;Otros/Varios;27.0;5000000.0;0
2021;Florida Este;Semáforo completo;Espacio Público;23.0;1260000.0;0
2021;Florida Este;Rotary Club La Lucila;Deporte;18.0;1380000.0;0
2021;Florida Este;Sendas peatonales ;Otros/Varios;13.0;1878000.0;0
2021;Florida Oeste;Sociedad de Fomento Florida Sud;Otros/Varios;555.0;5000000.0;1
2021;Florida Oeste;Club Atlético Colegiales;Deporte;443.0;5000000.0;1
2021;Florida Oeste;Centro Barrial Infantil Las Flores;Otros/Varios;435.0;2384400.0;1
2021;Florida Oeste;Orquesta Infanto Juvenil de Vte. López;Cultura;184.0;5000000.0;1
2021;Florida Oeste;Club Unión Florida;Deporte;178.0;5000000.0;0
2021;Florida Oeste;Sociedad de Fomento 9 de Julio;Otros/Varios;106.0;5000000.0;0
2021;Florida Oeste;Biblioteca Popular Nora Bombelli;Educación;89.0;1300000.0;1
2021;Florida Oeste;Escuela Secundaria N° 9 (Provincial);Educación;82.0;3950000.0;0
2021;Florida Oeste;Seguridad en el barrio;Seguridad;66.0;5000000.0;0
2021;Florida Oeste;Jardín de Infantes N° 908 (Provincial);Educación;55.0;813500.0;1
2021;Florida Oeste;Florida Club;Deporte;49.0;5000000.0;0
2021;Florida Oeste;Voluntarias Maternidad Santa Rosa;Otros/Varios;45.0;357585.0;1
2021;Florida Oeste;Escuela de Educación Técnica N° 4 (Provincial);Educación;43.0;5000000.0;0
2021;Florida Oeste;Jardín de Infantes N° 905 (Provincial);Educación;32.0;1340000.0;1
2021;Florida Oeste;Semáforos con cuenta regresiva;Espacio Público;27.0;732750.0;1
2021;Florida Oeste;Semáforo completo;Espacio Público;24.0;1650000.0;0
2021;Florida Oeste;Calles accesibles;Otros/Varios;23.0;675000.0;0
2021;Florida Oeste;Jardín de Infantes N° 912 (Provincial);Educación;22.0;840000.0;0
2021;Florida Oeste;La ecología comienza por casa;Otros/Varios;20.0;420000.0;0
2021;Florida Oeste;Jardín de Infantes Las Hormiguitas ;Educación;20.0;2100000.0;0
2021;Florida Oeste;Plazoleta del Paseo de las Artes;Espacio Público;19.0;4500000.0;0
2021;Florida Oeste;"Escuela Primaria Municipal ""Manuel Dorrego""";Educación;17.0;5000000.0;0
2021;Florida Oeste;Centro de Jubilados y Pensionados Un Rincón de Amigos;Otros/Varios;16.0;145000.0;0
2021;Florida Oeste;Escuela Primaria N° 14 (Provincial);Educación;13.0;2100000.0;0
2021;Florida Oeste;Barrio Las Flores;Otros/Varios;12.0;430000.0;0
2021;Florida Oeste;"Centro de Jubilados ""Amor y Amistad""";Otros/Varios;7.0;1310000.0;0
2021;Florida Oeste;Asociación Civil Emprender;Otros/Varios;7.0;4140000.0;0
2021;Florida Oeste;Plaza La Paz;Espacio Público;6.0;900000.0;0
2021;Florida Oeste;"Centro Social y Productivo ""Juana Azurduy"" ";Otros/Varios;6.0;354000.0;0
2021;Florida Oeste;Reductores de velocidad;Otros/Varios;2.0;315000.0;0
2021;La Lucila;Bomberos Voluntarios de Vicente López;Otros/Varios;318.0;5000000.0;1
2021;La Lucila;Sociedad de Fomento La Lucila;Otros/Varios;118.0;2400000.0;1
2021;La Lucila;Observatorio de Aves;Otros/Varios;112.0;1613000.0;1
2021;La Lucila;Cruz Roja Argentina - Filial Vicente López;Otros/Varios;110.0;1947000.0;1
2021;La Lucila;Grupo Scouts Nuestra Señora de la Paz;Otros/Varios;64.0;2200000.0;1
2021;La Lucila;Seguridad en el barrio;Seguridad;47.0;5000000.0;1
2021;La Lucila;Parque Natural La Lucila;Espacio Público;27.0;395000.0;0
2021;La Lucila;Centro Barrial Infantil El Ceibo;Otros/Varios;20.0;5000000.0;0
2021;La Lucila;Taller prenatal de lactancia materna;Otros/Varios;12.0;450000.0;0
2021;La Lucila;Clic mayores - Inclusión digital;Otros/Varios;11.0;4200000.0;0
2021;La Lucila;Xul Solar va a la escuela;Educación;7.0;384000.0;0
2021;La Lucila;Audioguía de nuestros bienes culturales;Cultura;5.0;250000.0;1
2021;La Lucila;Ruta del arte urbano;Otros/Varios;5.0;495000.0;0
2021;La Lucila;Rescate de la memoria de la ribera;Otros/Varios;5.0;300000.0;0
2021;Munro;Instituto Superior de Formación Técnica N° 220 (Provincial);Otros/Varios;262.0;1650000.0;1
2021;Munro;Hogar Kaupé ;Otros/Varios;256.0;5000000.0;1
2021;Munro;Biblioteca Tecnológica Pública;Educación;191.0;5000000.0;1
2021;Munro;Sociedad de Fomento Grossville;Otros/Varios;175.0;5000000.0;1
2021;Munro;Carrera de Enfermería Municipal;Otros/Varios;160.0;450000.0;1
2021;Munro;Club Unión de Munro;Deporte;123.0;5000000.0;1
2021;Munro;Seguridad en el barrio;Seguridad;97.0;4227000.0;0
2021;Munro;Jardín de Infantes Municipal N° 3;Educación;83.0;3373000.0;1
2021;Munro;Escuela de Educación Especial N° 504 (Provincial);Educación;63.0;577950.0;1
2021;Munro;Federación de Clubes Convivir;Deporte;61.0;5000000.0;0
2021;Munro;Club Social y Deportivo Vélez;Deporte;51.0;3000000.0;0
2021;Munro;Sociedad de Fomento y Social Munro;Otros/Varios;48.0;5000000.0;0
2021;Munro;Asociación Ucraniana Renacimiento;Otros/Varios;42.0;2400000.0;0
